x,y,z
-36,-789,17039
-73,-790,17046
-37,-808,17025
-40,-777,17027
-16,-752,17047
-25,-737,17090
-25,-762,17066
-70,-837,17057
-94,-872,17051
-166,-870,17065
-163,-856,17051
-135,-871,17054
-107,-833,17058
-71,-797,17046
-56,-828,17055
-43,-796,17053
-60,-770,17087
-83,-766,17086
-39,-762,17041
-16,-799,17056
-49,-820,17097
-87,-811,17052
-85,-810,17090
-101,-803,17072
-100,-808,17072
-81,-812,17030
-78,-821,17037
-86,-814,17045
-103,-808,17078
-117,-804,17048
-112,-805,17031
-78,-797,17084
-54,-800,17056
-68,-778,17065
-78,-793,17068
-83,-821,17067
-84,-815,17068
-83,-812,17052
-87,-783,17051
-91,-814,17048
-70,-794,17055
-85,-798,17034
-82,-805,17020
-83,-763,17053
-55,-812,17074
-103,-841,17072
-83,-818,17072
-110,-793,17052
-125,-765,17038
-123,-804,17046
-128,-834,17063
-98,-836,17073
-98,-806,17068
-55,-790,17052
-46,-798,17097
-55,-763,17057
-47,-756,17017
-33,-793,17057
-75,-792,17076
-70,-797,17047
-85,-794,17039
-101,-825,17071
-109,-847,17059
-106,-835,17077
-134,-808,17069
-81,-809,17059
-79,-859,17018
-83,-844,17054
-85,-787,17082
-84,-768,17034
-73,-777,17048
-56,-774,17086
-37,-794,17068
-58,-775,17051
-82,-787,17058
-88,-784,17063
-74,-821,17049
-76,-852,17048
-86,-849,17071
-106,-860,17082
-126,-800,17064
-68,-797,17045
-90,-823,17050
-85,-824,17073
-89,-796,17045
-71,-809,17028
-83,-796,17049
-78,-777,17079
-65,-835,17063
-79,-818,17063
-93,-786,17061
-68,-805,17056
-69,-801,17035
-95,-800,17067
-64,-840,17091
-83,-801,17012
-118,-811,17053
-99,-810,17051
-102,-801,17045
-58,-785,17064
-62,-789,17050
-65,-778,17080
-53,-799,17054
-85,-801,17076
-73,-798,17042
-75,-804,17068
-84,-813,17066
-71,-814,17066
-76,-793,17064
-68,-824,17049
-71,-820,17059
-80,-809,17052
-116,-811,17064
-107,-802,17060
-94,-820,17048
-83,-768,17063
-92,-794,17028
-73,-809,17067
-65,-796,17046
-79,-788,17023
-73,-797,17065
-73,-789,17054
-91,-812,17040
-79,-810,17054
-92,-833,17029
-95,-785,17043
-79,-781,17016
-88,-826,17063
-62,-806,17058
-106,-828,17042
-106,-817,17057
-73,-788,17020
-93,-796,17071
-85,-765,17049
-81,-782,17050
-53,-832,17059
-77,-802,17068
-105,-783,17075
-86,-792,17055
-73,-806,17050
-91,-782,17035
-118,-775,17030
-74,-773,17032
-83,-803,17023
-90,-815,17037
-75,-794,17040
-53,-816,17054
-70,-813,17029
-90,-786,17056
-76,-771,17065
-46,-796,17082
-87,-807,17074
-86,-781,17067
-85,-811,17035
-28,-795,17047
-83,-775,17056
-77,-799,17020
-74,-789,17027
-94,-829,17065
-77,-834,17089
-84,-805,17070
-81,-806,17061
-92,-799,17018
-95,-806,17012
