x,y,z
-2323,-1195,20481
-2251,-1482,20012
-980,-376,19638
-450,138,22445
-1562,464,25551
-1284,-566,25892
-1228,-1387,25971
-1803,-1049,26288
-1439,-576,27864
-800,-214,30110
-219,211,30840
28,779,30419
-86,1011,30107
-187,578,30351
-232,405,29901
-264,268,28326
-440,-113,26099
-826,-1383,24158
-1310,-2127,22749
-931,-1947,21452
-974,-1612,19504
-780,-1177,18988
-1339,-1149,18468
-1583,-1684,17947
-1917,-2349,18128
-1561,-2602,17037
-346,-3087,15396
-455,-3900,13116
-2192,-4158,10299
-2633,-4043,7924
-2432,-3044,6493
-2435,-1835,6141
-2390,-1075,6562
-2093,-703,7308
-2087,-400,8709
-2192,28,9976
-2301,521,9554
-1826,1054,7919
-808,1219,5983
-1010,998,4442
-1865,1080,3626
-1966,1149,3625
-2501,1335,3443
-2216,1283,2858
-1534,919,1674
-1654,926,954
-1534,1236,1450
-1018,1985,2702
-598,2380,3685
-285,1244,4271
-988,763,4473
-1237,1209,4245
-991,1776,4322
-727,2285,5487
-157,2866,7650
-39,3184,10042
29,3101,12118
369,2673,13785
467,2380,14863
348,1852,15578
204,1278,15827
-346,614,15713
-863,-181,16070
-783,-975,16872
-634,-1224,17582
-285,-1160,18890
113,-911,20361
241,-503,21376
214,-556,21803
47,-881,21853
165,-994,21363
638,-552,20777
884,-131,21859
464,-678,22025
942,-400,23025
1202,-23,25170
1405,327,27650
1722,396,30098
1967,127,31175
1807,-111,31168
1758,-407,30230
2048,-792,28983
2163,-825,27185
1696,-212,25614
1695,-94,26333
1818,101,27202
1896,425,27240
2213,-114,27317
1873,-1095,27721
1218,-2044,28074
986,-2414,27893
1006,-2574,27347
1010,-2456,26393
850,-2043,24965
989,-1388,23610
1254,-878,22464
817,-346,22133
655,77,22078
699,475,21672
716,971,21011
832,1286,20457
834,1800,20080
881,2444,19785
986,2186,19888
599,931,19768
-459,-465,19645
-1274,-817,18827
-1356,-168,17124
-1053,460,15631
-906,1248,14560
-880,2100,13860
-1043,2787,13793
-987,3686,13383
-829,4373,12496
-1048,4102,11890
-1644,2679,11348
-2263,1031,10775
-2849,52,10071
-3229,349,8939
-2877,1250,7744
-2392,2340,6563
-2085,3529,5226
-2023,4470,4151
-1981,4549,3634
-2149,3843,3774
-2473,2585,4298
-2966,1135,4920
-3409,-183,5414
-3458,-796,5556
-3254,-635,5240
-2872,-189,4551
-2624,404,3834
-2158,1082,3947
-1819,1500,4959
-1451,1856,6035
-1127,2289,6557
-1185,2502,6956
-1420,2535,7850
-1611,2589,8887
-1873,2818,10028
-1892,2757,10794
-1724,2518,11260
-1652,2698,11910
-1606,2613,12620
-998,2758,13744
-978,3191,14685
-727,3430,14859
-443,3555,14782
-372,3636,14680
-692,3246,15129
-808,2245,15877
-946,1531,16666
-931,1126,17525
-1114,1001,18047
-1114,1200,18066
-905,1452,17641
-718,1306,17749
-736,585,18930
-954,-599,20561
-1160,-1673,21363
-1290,-2236,21407
-1799,-2537,22164
-2085,-2734,22246
-1393,-1118,22467
-710,324,22737
-296,1128,23023
188,1548,23260
388,1612,23748
313,1562,25021
542,1385,26595
951,1205,27702
1114,1355,28684
1191,1526,29817
1432,1627,30582
1601,1921,31041
1838,2694,31226
2242,3203,31060
2145,3043,30699
1827,2518,29722
1470,1844,28252
1142,1306,26862
927,1129,25639
869,1083,24188
630,1052,22600
255,838,21346
-8,654,20607
27,668,20567
51,496,21213
-110,284,21872
-179,388,21413
-241,782,20728
-197,1215,20244
-41,1443,19861
-291,1340,20117
-784,1283,21046
-1090,1399,22553
-795,1755,22933
-765,1960,21637
-1040,1674,20678
-908,1315,20156
-1012,832,20189
-1330,393,20339
-1131,314,19426
-1229,509,17530
-1677,948,15576
-2057,1560,13693
-2509,1360,12238
-3319,420,11508
-3980,-848,10945
-3944,-1326,9567
-3404,-800,8090
-2680,-422,7983
-2419,-724,11810
-2874,-653,17540
-2300,166,20280
-2042,1248,19964
-1715,2141,16896
-1406,2376,12967
-1708,1587,10445
-2365,508,9573
-2711,19,9026
-2472,340,8101
-2182,985,7198
-2230,1528,6698
-2127,2145,6824
-2103,2393,7295
-2237,1682,7455
-2470,686,6676
-2770,154,5304
-2511,206,3769
-2170,681,2455
-2033,1073,1615
-2132,1011,1637
-2249,598,3209
-2273,424,5531
-2139,952,6981
-1834,1609,7245
-1671,1888,7058
-1705,1562,6177
-2032,1123,5582
-1880,821,5813
-1909,767,7072
-2053,693,9154
-1748,978,10965
-1382,1322,11711
-1115,1601,11996
-1017,1458,12988
-1276,1008,14569
-1943,470,15334
-1818,111,15322
-1994,102,15521
-2342,119,14949
-1898,81,14628
-1558,-285,15173
-1535,-802,17041
-1592,-928,19790
-1791,-624,20980
-1684,-254,19997
-1643,-471,18531
-1767,-508,17211
-1870,50,16415
-1415,268,16404
-1270,630,16939
-891,1209,18341
-141,642,21452
-192,-338,25620
130,-1402,28957
36,-1997,30383
-486,-2675,28796
-244,-1925,26998
-67,-880,25492
168,148,23331
126,1074,21559
-156,1790,21449
324,2601,22025
774,3403,22330
856,3560,22715
1071,3097,23855
917,2707,24905
1066,2568,25030
1331,2338,24075
1300,2251,22769
1248,2150,21586
1418,1703,22122
1553,1186,24274
1855,877,26525
2043,535,27999
1880,-113,28714
1403,-573,28726
1146,-691,27821
878,-656,26414
447,-561,25282
464,-439,24849
558,-49,25093
875,539,25767
1316,1123,26868
1574,1404,27889
1531,1260,28466
1072,755,28444
423,162,27856
121,-398,26443
81,-803,24632
-157,-1085,22820
-561,-1017,21093
-6,-379,20487
-123,-209,20570
-475,-399,21047
-295,-258,21010
172,-93,21422
62,267,21699
-153,331,21408
-403,279,20080
-556,189,17995
-606,122,15814
-851,239,13909
-1158,176,13018
-1259,23,14209
-1231,513,15861
-916,1211,16349
-872,1607,15464
-1158,1619,13650
-1674,1430,11890
-1950,1493,10252
-1537,1953,8367
-1268,2491,6593
-1081,3109,5321
-813,3135,5559
-1344,2441,8254
-1845,1932,10692
-1666,1950,11258
-1185,2081,10771
-1090,2143,9642
-1487,1504,8622
-2235,373,8040
-3065,-212,7435
-2948,225,6331
-2340,1124,5087
-2074,1929,3988
-2095,2212,3404
-2264,2216,3295
-2197,1846,4193
-2580,800,6318
-2796,94,8083
-2610,114,8608
-2366,585,8299
-2027,1296,8097
-1838,2045,7896
-1781,2423,7451
-2122,2249,7021
-2507,1969,6920
-2699,1821,7174
-2809,1874,7786
-2426,1987,8667
-1736,1523,10169
-1833,1128,12696
-2032,1161,14619
-2120,1241,15330
-2456,1097,14902
-2602,817,13893
-2651,187,13431
-2615,-212,13994
-2424,-80,14690
-1612,443,14395
-1157,1248,14495
-1763,2117,14405
-1399,2661,15249
-1505,2656,16651
-1800,2071,17167
-1598,1521,17373
-1117,1095,16646
-908,798,15848
-1249,466,15716
-1949,614,15473
-2034,797,15155
-1757,779,15333
-1608,951,16001
-1046,1078,17264
-169,1269,18589
223,1743,19082
-116,2233,18721
-929,1912,17855
-1629,1459,16605
-2213,978,15521
-2338,685,15659
-1743,500,16822
-1136,521,18348
-1211,186,20268
-1403,-1021,22288
-2177,-1093,22923
-2086,-132,21706
-1291,1166,19998
-521,2192,19958
112,2607,21354
426,2374,23146
491,1704,24745
512,1154,26314
274,1229,27653
443,1471,27981
605,2099,27339
575,2681,26315
376,2991,25617
53,2882,25276
-555,2447,25222
-1115,2064,24339
-1259,1940,22666
-1169,2036,21090
-961,2055,20196
-907,1768,20588
-1185,1384,21688
-1143,1200,22465
-1165,1329,22846
-847,1648,23351
-361,2120,24014
4,2618,24206
184,3024,23897
380,2902,24565
519,2356,26831
81,1936,29593
-405,1434,31739
-456,1277,32405
-477,1567,32282
-477,1944,31866
-474,2404,30685
-452,2786,29134
-550,2801,27691
-932,2611,26283
-1036,2336,25337
-904,2685,23375
-499,3022,21947
-810,2577,21355
-1201,2206,21160
-801,2004,19961
-739,1738,18458
-1044,1353,17013
-1423,855,15556
-2076,206,13815
-2407,-210,11976
-2156,-302,10461
-1942,288,9429
-2276,746,9023
-2719,515,9696
-2914,243,10181
-2805,118,9583
-2727,-180,8322
-2918,-625,7139
-3021,-1075,6533
-3006,-1208,6015
-2837,-964,5172
-2205,-976,4966
-2279,-443,5873
-2109,683,6284
-1686,1134,6098
-1537,1241,5123
-1429,1121,4075
-1642,801,3331
-2155,405,2852
-2331,135,2445
-2476,-54,2079
-2469,105,2051
-2112,659,2264
-1773,1141,2995
-1603,1507,3804
-1695,1550,4774
-2147,1479,6286
-2702,1845,7509
-2921,2199,7941
-3017,2331,7351
-3126,2212,6753
-3015,1629,7003
-3114,1125,7710
-2737,1232,8771
-1995,1851,10208
-1961,2658,11647
-2177,3080,13005
-1748,3512,14375
-2085,3270,15974
-1790,2936,16595
-1467,2605,16587
-1524,2241,16198
-1302,1554,16525
-1729,1406,17364
-2535,961,18190
-2853,164,18341
-2769,158,17782
-2369,790,17650
-2080,1383,17935
-2022,1637,19102
-1989,1596,21183
-1585,2001,22694
-1089,2359,22870
-1149,1648,23200
-998,1069,24001
-2086,-300,23585
-1814,-708,23329
-1477,-60,24194
-1447,548,24609
-1414,1400,23505
-1353,2220,21327
-1037,2188,20032
-1011,1655,20155
-657,1647,21149
-20,1576,22782
244,1432,23728
355,1447,23665
227,1079,22860
-194,506,21914
-486,-229,21389
-355,-1137,21975
-714,-1187,21544
-1029,-1497,21973
-842,-555,22402
-69,874,22644
811,2120,22794
1269,2847,23277
1354,3093,23474
1047,3077,23074
99,2387,21616
273,2126,20264
302,2255,20088
141,2105,20509
160,1686,20525
178,1180,20146
106,875,20393
172,757,21612
554,830,22239
