x,y,z
-618,-405,17019
-621,-384,17041
-659,-369,17042
-638,-404,17031
-631,-403,17041
-626,-357,17017
-653,-350,17007
-652,-388,17016
-610,-380,17000
-625,-377,17014
-618,-380,17039
-664,-353,17019
-653,-370,17064
-658,-381,17059
-639,-353,17048
-634,-376,17034
-625,-390,17029
-618,-378,17055
-614,-396,17031
-610,-380,17019
-590,-373,17023
-606,-390,17020
-654,-410,17011
-646,-367,17028
-611,-370,17060
-615,-364,17016
-634,-380,17057
-639,-369,17049
-643,-356,16991
-638,-366,16989
-660,-367,17054
-634,-391,17044
-622,-381,17032
-642,-343,17047
-604,-405,17053
-624,-401,17026
-653,-383,17032
-608,-345,17017
-631,-354,17058
-639,-348,17055
-618,-389,17052
-642,-387,17035
-636,-379,17031
-647,-384,17074
-622,-352,17010
-606,-358,17030
-651,-370,17041
-633,-383,16996
-635,-403,17062
-652,-378,17049
-635,-393,17042
-632,-374,17072
-627,-379,17044
-633,-368,17031
-610,-375,17028
-676,-382,17020
-652,-373,17071
-631,-368,17036
-627,-373,17037
-645,-357,17016
-622,-355,17023
-662,-404,17003
-637,-400,17000
-651,-385,17050
-652,-393,17059
-644,-393,17049
-611,-372,17008
-632,-368,17046
-636,-378,17080
-641,-376,17035
-646,-370,17039
-650,-367,17006
-634,-384,17004
-642,-375,17057
-622,-362,17040
-626,-374,16999
-646,-377,16974
-645,-387,17042
-625,-391,17030
-654,-379,17028
-623,-367,17052
-634,-374,17012
-629,-373,17034
-632,-380,17040
-651,-361,17041
-621,-379,16997
-613,-364,17024
-608,-380,17038
-635,-372,17040
-657,-384,17073
-630,-382,17031
-632,-375,17029
-654,-383,17026
-632,-376,17045
-615,-381,17039
-647,-366,17011
-618,-370,17040
-600,-360,17074
-627,-387,17012
-627,-342,17049
-655,-368,17034
-636,-359,17044
-603,-376,17054
-649,-358,17027
-619,-363,17041
-614,-387,17025
-632,-371,17003
-649,-391,17028
-677,-368,17044
-644,-386,17008
-622,-371,16997
-618,-402,17009
-612,-380,17013
-625,-368,17023
-639,-399,17047
-638,-366,17029
-619,-345,17012
-623,-410,17045
-645,-370,17038
-636,-380,17034
-655,-389,16989
-659,-346,17041
-634,-372,17037
-613,-372,17042
-641,-386,16974
-636,-393,17031
-620,-396,17045
-634,-363,17051
-594,-357,17029
-591,-356,17004
-633,-328,17000
-650,-386,17060
-632,-388,17079
