x,y,z
4314,920,18112
4572,808,18440
4366,593,18255
4509,189,17990
4249,-249,18026
3812,-430,17909
3375,-78,16983
3015,476,16202
2841,781,15963
2825,936,15919
2628,848,16053
2445,718,16239
2494,764,16106
2304,620,15966
2036,427,16294
1933,737,16529
2246,717,16419
2493,369,16124
2383,222,16061
2053,192,16464
1938,418,17000
1969,781,17311
1940,876,17362
2072,757,16929
2008,711,16255
1762,729,16041
1390,705,16312
1249,759,16815
1390,912,17265
1579,996,17156
1395,733,17386
1075,626,17672
955,791,17378
948,635,17247
961,451,17202
828,582,16931
753,734,16924
989,670,16901
999,558,16704
1047,492,16881
1023,700,16942
663,911,17170
550,1039,17250
735,940,16952
989,626,16553
1069,380,16125
952,310,16080
870,325,16111
581,443,16188
90,589,16301
-209,716,16534
-258,573,16869
-392,230,16905
-206,-61,16887
306,-332,16756
584,-467,16279
-25,-289,15910
-620,-73,16412
-456,227,17091
-543,833,17235
-801,763,17722
-971,271,18166
-886,120,17834
-832,103,17153
-885,-68,16853
-792,-441,17419
-1229,-644,17804
-1578,-525,17892
-1755,-194,17608
-2026,312,17248
-1892,643,17037
-1654,869,16887
-1702,831,17075
-1841,584,17606
-2040,152,18432
-2094,215,18755
-1843,465,18647
-1421,675,18139
-1211,642,17495
-1317,653,17027
-1712,274,16740
-2396,-380,17090
-2988,-508,17299
-3237,-352,17400
-3216,-160,17583
-3022,127,17408
-2791,415,17143
-2497,424,17440
-3259,209,17455
-3607,-66,17693
-3395,-29,17548
-3093,-120,17396
-3114,207,16959
-3248,7,17199
-3192,-305,17530
-3099,-361,17637
-3396,-479,18158
-3634,-337,18422
-3635,-2,18314
-3385,230,18173
-3052,383,17635
-2597,224,16948
-2422,181,16433
-2613,-46,16504
-2819,-241,16841
-2887,-335,16946
-3009,-282,17092
-2794,-248,17262
-2712,-297,17358
-2602,-354,17395
-2495,-407,17085
-2493,-396,16903
-2184,-428,16878
-2239,-426,16821
-2526,-254,16948
-2491,-2,16906
-2455,59,16867
-2367,32,17145
-2060,173,17409
-1850,311,17486
-1763,236,17752
-1880,54,17678
-1671,-30,17316
-1613,-223,17074
-1673,-295,17165
-1655,-140,16694
-1749,-101,16049
-1813,-175,16376
-1715,-251,16791
-1524,-471,16609
-1618,-348,16318
-1771,-187,16296
-1087,86,16131
-906,337,15957
-728,300,16525
-362,171,17431
-551,-63,17721
-168,-113,17594
347,-212,16928
495,-292,16220
714,-430,15869
747,-477,15970
546,-657,16759
186,-705,17899
401,-379,18403
986,-145,18213
1593,-265,17805
1798,-253,17556
1590,0,17368
1708,247,17270
1749,537,17038
1830,512,17154
2204,84,17034
2092,-77,16761
2330,-185,16647
2558,-173,16607
2432,-357,17076
2348,-310,17515
2264,68,17711
2367,124,17885
2331,-26,17800
2289,-171,17807
1957,-137,17759
1791,-75,17693
1851,-49,17704
1883,149,17493
1947,235,17484
1878,200,17295
1782,316,16934
1638,318,16672
1659,265,16731
1655,223,16937
1628,128,16967
1632,128,16745
1706,110,16638
1653,-130,16561
1437,-103,16640
1520,22,16895
1653,193,16928
1679,434,17109
1652,565,17387
1532,384,17501
1503,237,17219
1429,93,16944
1346,60,16959
1378,57,16893
1350,6,16920
1307,61,17020
1401,157,16859
1558,172,16763
1670,422,16734
1569,739,16825
1364,764,17127
1294,644,17226
1324,570,16860
1456,319,16804
1563,197,16890
1528,368,16848
1640,582,16816
1634,608,16919
1216,748,16978
1015,825,16848
985,692,16598
901,493,16205
813,352,16003
932,433,16026
953,585,15888
949,757,15948
958,828,16253
684,857,16503
523,757,16865
385,475,17122
410,37,17210
536,-66,17109
697,154,16826
743,259,16432
413,316,16508
83,538,16814
-119,544,16902
-226,361,16929
-210,241,16992
-32,117,17002
-116,28,17298
-319,119,17738
-598,241,18069
-373,360,18184
-516,447,17773
-545,385,17373
-748,298,17157
-951,562,16887
-1027,480,17187
-1541,373,17298
-1910,401,17394
-2254,347,17462
-2436,206,17239
-2553,336,16888
-2776,413,16611
-2756,193,16735
-2598,-56,16881
-2566,-288,17226
-2537,-456,17666
-2235,-195,18065
-1635,271,18374
-1515,477,18470
-1992,312,18420
-1933,206,18007
-2131,30,17301
-1936,12,16660
-1759,-216,16578
-1737,-228,16812
-1434,-17,16961
-1126,159,17046
-1266,214,17177
-1551,-32,17610
-1811,-295,18015
-2196,-91,17652
-2341,29,17138
-2454,143,16914
-2705,302,16804
-2856,396,16737
-2926,311,16827
-2663,53,17164
-2316,-28,17523
-2335,168,17693
-2604,415,17643
-2549,485,17452
-2379,417,17072
-2327,318,16794
-2341,212,16501
-2394,291,16315
-2224,411,16456
-1826,452,16574
-1527,688,16658
-1331,582,16831
-1557,369,16900
-1871,358,16621
-2041,380,16418
-2109,338,16423
-2128,341,16643
-1983,621,16820
-1999,865,17055
-1873,851,17477
-1554,701,17640
-1514,679,17464
-1321,690,17105
-1334,782,16899
-1544,727,17006
-1536,796,16943
-1516,842,16673
-1356,880,16239
-1332,809,16400
-1232,777,16623
-991,721,16596
-967,607,16830
-833,585,17003
-831,611,16971
-935,545,17197
-991,498,17240
-956,559,16983
-855,659,16835
-895,928,16871
-752,965,17217
-576,915,17215
-476,690,16847
-542,94,16815
-929,-96,17014
-1300,322,17427
-1190,648,17829
-956,749,17964
-625,478,17878
-277,254,17623
-211,149,17358
-130,28,17207
-160,177,17561
-409,613,18291
-90,804,18846
-69,758,19088
-246,893,19130
-67,816,18706
477,655,17904
657,967,17201
395,1340,16975
387,1553,16850
710,1622,16670
1094,1359,16972
1243,934,17418
1327,706,17372
1345,744,17132
1370,911,16919
1348,981,16690
1462,921,16656
1520,916,16808
1478,937,16931
1773,987,16734
1990,1209,16167
1860,1246,16262
1760,1077,16865
1662,875,17325
1593,666,17550
1795,646,17590
2146,790,17440
2340,1036,17093
2371,1031,17073
2273,1067,17349
2180,1197,17434
2360,1185,16983
2480,1111,16672
2262,1072,16645
1962,1119,16644
1899,1029,16701
1853,931,16633
1737,897,16779
1744,764,17108
2055,922,17066
2211,1120,16826
2304,1156,16458
2023,1086,16194
1640,982,16382
1447,864,16641
1354,964,16791
1367,1008,16953
1582,995,16898
1647,1009,16889
1463,1100,17246
1392,1150,17404
1361,1140,17103
1323,1034,16973
1239,856,17134
1326,752,17096
1416,820,16672
1322,1044,16217
1143,1071,16252
1181,1034,16269
1081,987,16213
990,794,16251
1081,774,16403
1100,858,16906
1143,927,17438
927,1161,17647
1033,1197,17683
1078,890,17117
992,914,16173
885,902,15569
835,960,15448
814,1026,15626
819,1115,15983
609,1242,16362
560,1356,16520
795,1273,16674
888,1008,16738
955,903,16656
781,902,16695
493,821,16773
309,859,16785
561,1062,17047
777,1047,16985
679,1067,16329
589,963,16470
488,651,17023
263,509,17848
-4,481,18394
3,409,18511
271,789,17932
330,1130,17661
122,992,17883
-263,919,18027
-511,899,17932
-486,711,17650
-409,411,17407
-539,255,17301
-549,272,17340
-517,379,17220
-686,599,17302
-792,620,17710
-1026,706,17947
-1066,698,18036
-893,734,17765
-820,562,17322
-830,230,17301
-1008,442,17306
-909,608,17458
-856,289,17977
-1029,117,17883
-1303,128,17249
-1100,268,16810
-468,41,17398
-1131,-12,17834
-1718,210,17518
-1912,159,17261
-2282,8,17660
-2260,332,17484
-1986,594,17220
-1932,580,17062
-2211,519,16688
-2361,273,16519
-2268,-102,16389
-2131,-253,16078
-2145,-107,15946
-2278,34,16432
-2291,255,16842
-2146,394,17234
-1984,390,17770
-1965,240,17840
-2052,236,17610
-1928,265,17294
-1783,331,16908
-1620,278,16694
-1476,0,16791
-1648,-41,16997
-1848,112,17440
-1888,158,17823
-1846,120,18095
-1915,94,17935
-1864,-47,17511
-1647,16,16998
-1585,69,16800
-1728,261,16921
-1690,432,16972
-1681,230,17217
-1885,47,17396
-1831,160,17131
-1829,229,16860
-1848,244,16961
-1869,325,17168
-1971,266,17361
-2006,81,17317
-1975,34,16952
-2003,346,16950
-1675,425,17169
-1260,367,17215
-1277,277,17139
-1684,145,17031
-2013,219,16959
-2115,158,17264
-1997,223,17708
-1712,558,17811
-1604,862,17491
-1626,804,17091
-1554,451,16580
-1753,-18,16470
-2045,-395,16726
-2107,-330,16979
-2152,-109,17353
-2110,-36,18028
-1621,125,17984
-1381,332,17579
-1557,315,17413
-1706,210,17084
-1641,17,16561
-1461,-283,16229
-1699,-227,16165
-1816,64,16221
-1756,183,16260
-1584,273,16466
-1206,381,16947
-959,666,17149
-1057,960,17073
-994,1038,17023
-720,864,16892
-873,563,16793
