x,y,z
-373,-798,17040
-404,-771,17072
-417,-796,17057
-409,-802,17046
-398,-812,17048
-398,-801,17107
-381,-790,17054
-368,-773,17062
-364,-773,17063
-366,-782,17114
-375,-777,17097
-376,-785,17079
-371,-807,17123
-386,-782,17072
-360,-783,16995
-384,-778,17059
-364,-788,17070
-392,-788,17086
-404,-779,17064
-381,-783,17039
-378,-777,17106
-389,-790,17049
-382,-807,17089
-345,-798,17086
-372,-798,17099
-399,-776,17069
-430,-774,17029
-412,-757,17034
-395,-806,17050
-373,-845,17085
-377,-760,17051
-408,-755,17048
-388,-757,17093
-382,-766,17094
-361,-775,17078
-345,-788,17036
-382,-774,17086
-377,-767,17076
-372,-809,17072
-429,-789,17090
-389,-822,17063
-386,-805,17074
-398,-794,17088
-417,-801,17060
-448,-784,17022
-402,-774,17055
-365,-782,17085
-343,-770,17081
-358,-770,17117
-358,-752,17081
-359,-751,17085
-375,-793,17084
-398,-821,17092
-415,-800,17044
-427,-778,17053
-407,-812,17112
-402,-793,17106
-414,-801,17045
-418,-800,17098
-377,-805,17090
-330,-802,17049
-358,-791,17049
-339,-773,17087
-346,-780,17086
-358,-789,17063
-348,-798,17070
-328,-787,17090
-352,-786,17075
-378,-765,17093
-376,-764,17067
-406,-772,17064
-407,-755,17056
-401,-799,17055
-407,-825,17073
-384,-815,17053
-407,-751,17054
-375,-769,17063
-368,-799,17083
-357,-779,17074
-352,-789,17049
-375,-754,17097
-395,-753,17084
-385,-785,17078
-385,-843,17069
-399,-820,17075
-403,-790,17075
-391,-777,17056
-387,-813,17053
-375,-823,17047
-401,-765,17089
-391,-803,17090
-359,-805,17035
-351,-780,17075
-361,-792,17061
-366,-807,17067
-383,-777,17051
-384,-764,17087
-366,-781,17062
-352,-793,17056
-372,-810,17043
-417,-783,17069
-368,-787,17056
-386,-815,17063
-371,-812,17060
-363,-782,17115
-354,-802,17073
-391,-787,17050
-349,-780,17054
-358,-789,17066
-385,-760,17083
-375,-756,17084
-359,-772,17062
-388,-762,17084
-375,-786,17064
-375,-823,17081
-369,-801,17042
-367,-784,17056
-375,-783,17059
-377,-772,17101
-390,-797,17059
-339,-794,17041
-377,-803,17080
-404,-807,17043
-391,-814,17060
-405,-796,17087
-373,-787,17065
-387,-826,17064
-385,-819,17063
-376,-810,17047
-387,-756,17075
-371,-785,17088
-368,-787,17086
-352,-778,17081
-396,-767,17053
-353,-793,17075
-387,-753,17034
-397,-778,17027
-395,-816,17044
-360,-792,17028
-368,-780,17061
-394,-796,17054
-393,-817,17081
-373,-789,17069
-345,-787,17074
-391,-808,17073
-394,-804,17083
-409,-801,17084
-371,-785,17085
-352,-789,17057
-373,-762,17069
-408,-762,17089
-388,-803,17073
-358,-794,17038
-357,-792,17067
-398,-788,17074
-407,-809,17054
-414,-827,17068
-405,-812,17048
-364,-772,17078
-370,-788,17063
-415,-799,17067
-380,-783,17059
-345,-787,17006
-356,-791,17080
-366,-834,17100
-398,-814,17047
-393,-779,17099
-353,-828,17085
-370,-840,17068
-421,-788,17072
-411,-785,17082
-401,-786,17068
-372,-786,17092
-375,-788,17065
-415,-789,17050
-384,-797,17081
-388,-817,17092
-397,-804,17118
-374,-804,17072
-379,-812,17065
-367,-811,17078
-373,-826,17057
-384,-789,17063
-388,-787,17070
-380,-764,17068
-402,-800,17083
-367,-803,17067
-360,-770,17050
-409,-811,17081
-377,-810,17075
-387,-797,17087
-350,-784,17061
-367,-793,17093
-379,-827,17028
-410,-798,17091
-394,-769,17068
-355,-786,17067
-342,-765,17114
-370,-789,17058
-375,-767,17101
-375,-759,17080
-351,-809,17077
-381,-795,17071
-387,-798,17054
-375,-796,17101
-384,-788,17099
-398,-787,17098
-368,-783,17103
-375,-782,17116
-373,-789,17090
-370,-769,17081
-362,-779,17071
-372,-780,17046
-404,-781,17081
-351,-831,17059
-370,-790,17063
-344,-790,17059
-391,-795,17104
-404,-804,17089
-360,-785,17068
-380,-792,17089
-392,-791,17039
-390,-784,17039
-410,-783,17075
-365,-773,17096
-379,-807,17037
-381,-803,17039
-405,-786,17052
-386,-792,17061
-363,-781,17074
-377,-771,17064
-382,-804,17065
-376,-790,17102
-403,-785,17081
-380,-772,17083
-349,-777,17050
-390,-794,17049
-422,-793,17102
-371,-766,17084
-359,-801,17057
-388,-783,17062
-380,-765,17093
-401,-795,17088
-400,-796,17087
-375,-803,17058
-407,-792,17082
-397,-798,17055
-386,-793,17074
-381,-791,17084
-356,-799,17048
-368,-808,17092
-357,-800,17095
-365,-810,17059
-352,-803,17060
-342,-818,17086
-366,-829,17062
-395,-795,17110
-381,-764,17063
-374,-808,17050
-391,-783,17079
-376,-764,17077
-402,-804,17087
-398,-782,17089
-373,-793,17058
-382,-770,17067
-379,-821,17042
-404,-787,17083
-401,-813,17090
-392,-804,17064
-384,-781,17076
-377,-775,17107
-373,-784,17083
-384,-775,17084
-360,-779,17053
-373,-775,17087
-378,-776,17086
-366,-791,17092
-391,-786,17105
-382,-788,17103
-362,-805,17095
-397,-795,17081
-370,-772,17074
-369,-777,17111
-387,-746,17097
-403,-761,17078
-388,-792,17067
-373,-808,17054
-375,-794,17080
-393,-789,17082
-386,-787,17041
-383,-777,17026
-357,-775,17056
